1468766271,Array1-ASSET-TYPE2.Tag_Temperature,37.4606,Double,BAD
1468769871,Array1-ASSET-TYPE2.Tag_Temperature,31.146687,Double,BAD
1468773471,Array1-ASSET-TYPE2.Tag_Temperature,19.770437,Double,BAD
1468777071,Array1-ASSET-TYPE2.Tag_Temperature,33.793217,Double,BAD
1468780671,Array1-ASSET-TYPE2.Tag_Temperature,34.690502,Double,GOOD
1468784271,Array1-ASSET-TYPE2.Tag_Temperature,29.609959,Double,GOOD
1468787871,Array1-ASSET-TYPE2.Tag_Temperature,33.371796,Double,GOOD
1468791471,Array1-ASSET-TYPE2.Tag_Temperature,20.61738,Double,BAD
1468795071,Array1-ASSET-TYPE2.Tag_Temperature,31.785917,Double,BAD
1468798671,Array1-ASSET-TYPE2.Tag_Temperature,43.21389,Double,GOOD
1468802271,Array1-ASSET-TYPE2.Tag_Temperature,30.076275,Double,GOOD
1468805871,Array1-ASSET-TYPE2.Tag_Temperature,12.582697,Double,GOOD
1468809471,Array1-ASSET-TYPE2.Tag_Temperature,37.78591,Double,BAD
1468813071,Array1-ASSET-TYPE2.Tag_Temperature,17.469513,Double,BAD
1468816671,Array1-ASSET-TYPE2.Tag_Temperature,25.193657,Double,GOOD
1468820271,Array1-ASSET-TYPE2.Tag_Temperature,47.854347,Double,GOOD
1468823871,Array1-ASSET-TYPE2.Tag_Temperature,35.31191,Double,GOOD
1468827471,Array1-ASSET-TYPE2.Tag_Temperature,49.34906,Double,GOOD
1468831071,Array1-ASSET-TYPE2.Tag_Temperature,29.561916,Double,GOOD
1468834671,Array1-ASSET-TYPE2.Tag_Temperature,27.760794,Double,BAD
1468838271,Array1-ASSET-TYPE2.Tag_Temperature,22.513075,Double,BAD
1468841871,Array1-ASSET-TYPE2.Tag_Temperature,31.26126,Double,BAD
1468845471,Array1-ASSET-TYPE2.Tag_Temperature,26.285957,Double,GOOD
1468849071,Array1-ASSET-TYPE2.Tag_Temperature,17.31829,Double,BAD
1468852671,Array1-ASSET-TYPE2.Tag_Temperature,36.726803,Double,GOOD
1468856271,Array1-ASSET-TYPE2.Tag_Temperature,43.9022,Double,BAD
1468859871,Array1-ASSET-TYPE2.Tag_Temperature,46.861313,Double,BAD
1468863471,Array1-ASSET-TYPE2.Tag_Temperature,32.696186,Double,GOOD
1468867071,Array1-ASSET-TYPE2.Tag_Temperature,18.503162,Double,BAD
1468870671,Array1-ASSET-TYPE2.Tag_Temperature,37.30148,Double,GOOD
1468874271,Array1-ASSET-TYPE2.Tag_Temperature,14.899382,Double,GOOD
1468877871,Array1-ASSET-TYPE2.Tag_Temperature,16.599834,Double,BAD
1468881471,Array1-ASSET-TYPE2.Tag_Temperature,33.238476,Double,BAD
1468885071,Array1-ASSET-TYPE2.Tag_Temperature,33.16778,Double,BAD
1468888671,Array1-ASSET-TYPE2.Tag_Temperature,18.344526,Double,BAD
1468892271,Array1-ASSET-TYPE2.Tag_Temperature,29.06423,Double,GOOD
1468895871,Array1-ASSET-TYPE2.Tag_Temperature,38.30805,Double,GOOD
1468899471,Array1-ASSET-TYPE2.Tag_Temperature,18.241394,Double,BAD
1468903071,Array1-ASSET-TYPE2.Tag_Temperature,16.1045,Double,GOOD
1468906671,Array1-ASSET-TYPE2.Tag_Temperature,38.653316,Double,GOOD
1468910271,Array1-ASSET-TYPE2.Tag_Temperature,40.291607,Double,GOOD
1468913871,Array1-ASSET-TYPE2.Tag_Temperature,44.703403,Double,GOOD
1468917471,Array1-ASSET-TYPE2.Tag_Temperature,21.806736,Double,BAD
1468921071,Array1-ASSET-TYPE2.Tag_Temperature,46.011616,Double,GOOD
1468924671,Array1-ASSET-TYPE2.Tag_Temperature,29.161287,Double,GOOD
1468928271,Array1-ASSET-TYPE2.Tag_Temperature,15.318233,Double,GOOD
1468931871,Array1-ASSET-TYPE2.Tag_Temperature,33.225662,Double,GOOD
1468935471,Array1-ASSET-TYPE2.Tag_Temperature,40.3188,Double,BAD
1468939071,Array1-ASSET-TYPE2.Tag_Temperature,11.137427,Double,BAD
1468942671,Array1-ASSET-TYPE2.Tag_Temperature,41.331005,Double,GOOD
1468946271,Array1-ASSET-TYPE2.Tag_Temperature,19.565239,Double,BAD
1468949871,Array1-ASSET-TYPE2.Tag_Temperature,22.193651,Double,GOOD
1468953471,Array1-ASSET-TYPE2.Tag_Temperature,30.432856,Double,GOOD
1468957071,Array1-ASSET-TYPE2.Tag_Temperature,33.425556,Double,BAD
1468960671,Array1-ASSET-TYPE2.Tag_Temperature,15.758844,Double,BAD
1468964271,Array1-ASSET-TYPE2.Tag_Temperature,31.796982,Double,BAD
1468967871,Array1-ASSET-TYPE2.Tag_Temperature,17.58479,Double,BAD
1468971471,Array1-ASSET-TYPE2.Tag_Temperature,25.261581,Double,GOOD
1468975071,Array1-ASSET-TYPE2.Tag_Temperature,24.440203,Double,GOOD
1468978671,Array1-ASSET-TYPE2.Tag_Temperature,26.136116,Double,GOOD
1468982271,Array1-ASSET-TYPE2.Tag_Temperature,30.664898,Double,BAD
1468985871,Array1-ASSET-TYPE2.Tag_Temperature,22.427692,Double,GOOD
1468989471,Array1-ASSET-TYPE2.Tag_Temperature,10.903215,Double,BAD
1468993071,Array1-ASSET-TYPE2.Tag_Temperature,17.209093,Double,GOOD
1468996671,Array1-ASSET-TYPE2.Tag_Temperature,44.89692,Double,BAD
1469000271,Array1-ASSET-TYPE2.Tag_Temperature,19.07262,Double,GOOD
1469003871,Array1-ASSET-TYPE2.Tag_Temperature,27.307535,Double,BAD
1469007471,Array1-ASSET-TYPE2.Tag_Temperature,38.548203,Double,GOOD
1469011071,Array1-ASSET-TYPE2.Tag_Temperature,25.94795,Double,GOOD
1469014671,Array1-ASSET-TYPE2.Tag_Temperature,39.42655,Double,GOOD
1469018271,Array1-ASSET-TYPE2.Tag_Temperature,31.340958,Double,GOOD
1469021871,Array1-ASSET-TYPE2.Tag_Temperature,20.483084,Double,BAD
1469025471,Array1-ASSET-TYPE2.Tag_Temperature,26.289053,Double,BAD
1469029071,Array1-ASSET-TYPE2.Tag_Temperature,37.228653,Double,BAD
1469032671,Array1-ASSET-TYPE2.Tag_Temperature,45.367916,Double,GOOD
1469036271,Array1-ASSET-TYPE2.Tag_Temperature,15.109747,Double,GOOD
1469039871,Array1-ASSET-TYPE2.Tag_Temperature,12.7564,Double,GOOD
1469043471,Array1-ASSET-TYPE2.Tag_Temperature,33.788517,Double,BAD
1469047071,Array1-ASSET-TYPE2.Tag_Temperature,41.61493,Double,GOOD
1469050671,Array1-ASSET-TYPE2.Tag_Temperature,38.363354,Double,BAD
1469054271,Array1-ASSET-TYPE2.Tag_Temperature,33.748505,Double,GOOD
1469057871,Array1-ASSET-TYPE2.Tag_Temperature,49.754055,Double,BAD
1469061471,Array1-ASSET-TYPE2.Tag_Temperature,14.300707,Double,GOOD
1469065071,Array1-ASSET-TYPE2.Tag_Temperature,27.248148,Double,BAD
1469068671,Array1-ASSET-TYPE2.Tag_Temperature,35.348335,Double,BAD
1469072271,Array1-ASSET-TYPE2.Tag_Temperature,28.686552,Double,BAD
1469075871,Array1-ASSET-TYPE2.Tag_Temperature,27.96478,Double,BAD
1469079471,Array1-ASSET-TYPE2.Tag_Temperature,26.896355,Double,GOOD
1469083071,Array1-ASSET-TYPE2.Tag_Temperature,18.672201,Double,GOOD
1469086671,Array1-ASSET-TYPE2.Tag_Temperature,27.440346,Double,GOOD
1469090271,Array1-ASSET-TYPE2.Tag_Temperature,44.403435,Double,GOOD
1469093871,Array1-ASSET-TYPE2.Tag_Temperature,26.905573,Double,GOOD
1469097471,Array1-ASSET-TYPE2.Tag_Temperature,13.929169,Double,GOOD
1469101071,Array1-ASSET-TYPE2.Tag_Temperature,21.452885,Double,GOOD
1469104671,Array1-ASSET-TYPE2.Tag_Temperature,13.279202,Double,BAD
1469108271,Array1-ASSET-TYPE2.Tag_Temperature,25.299171,Double,GOOD
1469111871,Array1-ASSET-TYPE2.Tag_Temperature,24.191662,Double,GOOD
1469115471,Array1-ASSET-TYPE2.Tag_Temperature,11.672275,Double,GOOD
1469119071,Array1-ASSET-TYPE2.Tag_Temperature,44.40702,Double,BAD
1469122671,Array1-ASSET-TYPE2.Tag_Temperature,40.027546,Double,GOOD
